id,ti,cc,aanames,aanums
1526544037,microgravity and ground penetrating radar investigations of subsurface features at the st catherine s monastery slovakia,10,"['jaroslava panisova', 'marek frastia', 'tina wunderlich', 'roman pasteka', 'david kusnirak']","['1968541329', '1490052762', '2103595327', '2293484238', '1983672347']"
2039824329,evaluating the potentials of sentinel 2 for archaeological perspective,23,"['athos agapiou', 'dimitrios d alexakis', 'apostolos sarris', 'diofantos g hadjimitsis']","['2102797581', '1993120014', '2139383741', '1987843543']"
2035647158,geophysical prospecting and remote sensing for the study of the san rossore area in pisa tuscany italy,13,"['giovanni leucci', 'lara de giorgi', 'giuseppe scardozzi']","['2034046983', '2553554634', '2686564327']"
1530780495,stereo analysis dem extraction and orthorectification of corona satellite imagery archaeological applications from the near east,48,"['jesse casana', 'jackson cothren']","['2133247355', '2154240125']"
2063833216,the first thirty kilometres of the western front 1914 1918 an aerial archaeological approach with historical remote sensing data,19,['birger stichelbaut'],['2032927348']
1540377832,new research in polarimetric sar technique for archaeological purposes using alos palsar data,11,"['nicole dore', 'nicole dore', 'jolanda patruno', 'jolanda patruno', 'eric pottier', 'mattia crespi']","['2143835462', '2143835462', '2009218270', '2009218270', '1930818359', '2293820698']"
2057783847,ground penetrating radar mapping in clay success from south carolina usa,15,['wendy weaver'],['2177029759']
1977405945,integrated remote sensing and excavation at double ditch state historic site north dakota,25,"['kenneth l kvamme', 'stanley a ahler']","['2600466324', '2074220008']"
2116955146,prospects and problems in the use of hyperspectral imagery for archaeological remote sensing a case study from the faynan copper mining district jordan,13,"['stephen h savage', 'thomas e levy', 'ian w n jones']","['2097394260', '2309122928', '2464522004']"
2093158593,multi scale cultural heritage survey quick digital photogrammetric systems,16,"['paolo salonia', 'serena scolastico', 'andrea pozzi', 'andrea marcolongo', 'tommaso leti messina']","['1855708696', '1992325099', '2439253285', '1934983169', '2002832873']"
2033472262,light detection and ranging lidar in the witham valley lincolnshire an assessment of new remote sensing techniques,31,['simon crutchley'],['1664205314']
2169149460,an interdisciplinary non invasive approach to landscape archaeology of the great war,11,"['timothy saey', 'birger stichelbaut', 'jean bourgeois', 'veerle van eetvelde', 'marc van meirvenne']","['2086375726', '2797071750', '2267678628', '1902659110', '204222322']"
2153184345,prompt magnetic investigations of archaeological remains in areas of infrastructure development israeli experience,36,"['lev eppelbaum', 'boris khesin', 'sonya e itkis']","['1965615194', '2149908056', '1989776452']"
2087495557,velocity analysis in archaeological ground penetrating radar studies,32,"['lawrence b conyers', 'jeffrey e lucius']","['1392871264', '2705107727']"
1547620648,deformation of ancient buildings inferred by terrestrial laser scanning methodology the cantalovo church case study northern italy,10,"['elena bonali', 'a pesci', 'g casula', 'enzo boschi']","['1731906438', '2650308125', '2722622979', '2165376601']"
2220994551,digital elevation model generation and its application in landslide studies using cartosat 1,5,"['s suganthi', 'k srinivasan']","['2663377035', '2550749701']"
2115906603,a uav based low cost stereo camera system for archaeological surveys experiences from doliche turkey,6,"['k haubeck', 'torsten prinz']","['2299315918', '2125257750']"
2076448856,the works of the old men in arabia remote sensing in interior arabia,30,['david kennedy'],['2170009896']
2095105537,the powered parachute as an archaeological aerial reconnaissance vehicle,19,['tommy ike hailey'],['2552152799']
2148982690,location of archaeological structures using gpr method three dimensional data acquisition and radar signal processing,46,"['s malagodi', 'luciana orlando', 's piro', 'f rosso']","['2070005598', '2172039928', '2720009175', '2305407655']"
2013626527,predictive modelling of multiperiod geoarchaeological resources at a river confluence a case study from the trent soar uk,39,"['christopher carey', 'tony brown', 'keith challis', 'andy j howard', 'lynden p cooper']","['2560991001', '2711381588', '2076522883', '2247292572', '2134064181']"
1967368049,airborne laser bathymetry for documentation of submerged archaeological sites in shallow water,12,"['michael doneus', 'igor miholjek', 'gottfried mandlburger', 'nives doneus', 'geert verhoeven', 'christian briese', 'michael pregesbauer']","['2077736714', '2628048938', '2000938873', '1359921447', '2169669433', '1834339306', '2003373277']"
1940182112,the application of vegetation indices for the prospection of archaeological features in grass dominated environments,18,"['rebecca bennett', 'kate welham', 'ross a hill', 'andrew l j ford']","['2123181868', '2289213271', '2468020076', '2310706129']"
2005426878,a multiscale approach for reconstructing archaeological landscapes applications in northern apulia italy,33,"['marcello ciminale', 'danilo gallo', 'rosa lasaponara', 'nicola masini']","['1965874878', '2145746520', '233151887', '146908812']"
1880836256,polarimetric multifrequency and multi incidence sar sensors analysis for archaeological purposes,12,"['jolanda patruno', 'jolanda patruno', 'nicole dore', 'nicole dore', 'mattia crespi', 'eric pottier']","['2009218270', '2009218270', '2143835462', '2143835462', '2304410050', '2495836570']"
2043841568,georadar data collection anomaly shape and archaeological interpretation a case study from central italy,16,['luciana orlando'],['2172039928']
2111374930,the stream x multichannel gpr system first test at vieil evreux france and comparison with other geophysical data,13,"['alexandre novo', 'michel dabas', 'gianfranco morelli']","['2306069960', '2058258699', '1971021672']"
1485496002,a rov for supporting the planned maintenance in underwater archaeological sites,8,"['fabio bruno', 'maurizio muzzupappa', 'antonio lagudi', 'alessandro gallo', 'francesco spadafora', 'gerardo ritacco', 'a angilica', 'loris barbieri', 'n di lecce', 'giacomo saviozzi', 'cecilia laschi', 'r guida', 'g di stefano']","['2137354898', '139988561', '367839808', '2265260061', '2036915485', '2665367255', '2640454240', '2132451646', '2225064621', '2158499183', '286952618', '2427543796', '2681616185']"
1801182092,mapping prehistoric statue roads on easter island,29,"['carl p lipo', 'terry l hunt']","['2443735199', '2043174931']"
1600702052,transparent 2d 3d half bird s eye view of ground penetrating radar data set in archaeology and cultural heritage,4,['selma kadioglu'],['2168137632']
2090739275,monuments on a migrating nile,24,"['john k hillier', 'judith bunbury', 'angus graham']","['2461460373', '1932622197', '2523822650']"
2064675821,an assessment of quality in underwater archaeological surveys using tape measurements,20,['peter holt'],['2647491427']
1966001053,on the lidar contribution for the archaeological and geomorphological study of a deserted medieval village in southern italy,23,"['rosa lasaponara', 'rosa coluzzi', 'fabrizio terenzio gizzi', 'nicola masini']","['233151887', '2305406398', '2031652222', '146908812']"
2141357656,developments in budget remote sensing for the geosciences,26,"['jonathan l carrivick', 'mark w smith', 'duncan j quincey', 'steve carver']","['192218211', '2617356783', '2026582504', '2161849260']"
2067408383,3d documentation of archeological remains in the underwater park of baiae,12,"['fabio bruno', 'a lagudi', 'alessandro gallo', 'maurizio muzzupappa', 'b davidde petriaggi', 'salvatore passaro']","['2137354898', '2808851455', '2265260061', '139988561', '2682934997', '1900052055']"
1513787087,environmental and human risk assessment of the prehistoric and historic archaeological sites of western crete greece with the use of gis remote sensing fuzzy logic and neural networks,5,"['dimitrios d alexakis', 'apostolos sarris']","['1993120014', '2139383741']"
2043310452,images of the invisible prospection methods for the documentation of threatened archaeological sites,26,['wolfgang neubauer'],['2106824575']
2077389783,full waveform airborne laser scanning for the detection of medieval archaeological microtopographic relief,24,"['rosa lasaponara', 'nicola masini']","['233151887', '146908812']"
2008235313,interpreting cultural remains in airborne laser scanning generated digital terrain models effects of size and shape on detection success rates,21,"['ole risbol', 'ole martin bollandsas', 'anneli nesbakken', 'hans ole orka', 'erik naesset', 'terje gobakken']","['2430289346', '2159992795', '2333635962', '307237144', '2130404121', '86663967']"
2055061524,high resolution space and ground based remote sensing and implications for landscape archaeology the case from portus italy,18,"['simon keay', 'sarah parcak', 'kristian strutt']","['2116890535', '2469453486', '1979260581']"
2089705972,evaluating the quality and accuracy of tandem x digital elevation models at archaeological sites in the cilician plain turkey,17,"['stefan erasmi', 'ralph rosenbauer', 'ralf buchbach', 'thomas busche', 'susanne muriel rutishauser']","['1678881218', '2305808187', '2631061446', '2655685028', '2043466164']"
2077502906,underwater archaeological surveying using photomodeler virtualmapper different applications for different problems,33,"['jeremy green', 'sheila matthews', 'tufan turanli']","['2143004190', '2115671785', '2607061015']"
2019087970,detection of single graves by airborne hyperspectral imaging,10,"['g leblanc', 'g leblanc', 'margaret kalacska', 'raymond soffer']","['2818287102', '2818287102', '2089029783', '2309001444']"
2523454627,uav vs classical aerial photogrammetry for archaeological studies,11,"['konstantinos g nikolakopoulos', 'konstantina soura', 'ioannis koukouvelas', 'nikolaos argyropoulos']","['2561999872', '2521299248', '754045434', '2120983740']"
2017313399,examining the phenological cycle of barley hordeum vulgare using satellite and in situ spectroradiometer measurements for the detection of buried archaeological remains,16,"['athos agapiou', 'diofantos g hadjimitsis', 'dimitrios d alexakis', 'giorgos papadavid']","['2102797581', '1987843543', '1993120014', '2278732804']"
2127124992,controlled gpr grave research comparison of reflection profiles between 500 and 250 mhz antennae,29,"['john schultz', 'michael m martin']","['2125273185', '2586474977']"
1977556304,integration of aerial and satellite remote sensing for archaeological investigations a case study of the etruscan site of san giovenale,9,"['rosa lasaponara', 'nicola masini', 'rafael holmgren', 'y backe forsberg']","['233151887', '146908812', '2609421251', '2300885633']"
80975996,classification of multispectral aster imagery in archaeological settlement survey in the near east,4,"['bjoern h menze', 'jason ur']","['2039442281', '1430897697']"
2052605421,integration of infrared thermography and high frequency electromagnetic methods in archaeological surveys,16,"['giovanni maria carlomagno', 'rosa di maio', 'maurizio fedi', 'carosena meola']","['1965809585', '2506914586', '2093564473', '2103363013']"
2154011352,optical 3d measurement techniques in archaeology recent developments and applications,14,"['karsten lambers', 'fabio remondino']","['1914535798', '5114806']"
1997575625,ancient and modern combining different remote sensing techniques to interpret historic landscapes,18,['simon crutchley'],['1664205314']
2073691881,satellite remote sensing and archaeology a comparative study of satellite imagery of the environs of figsbury ring wiltshire,34,['martin j f fowler'],['2495405225']
2073764051,evaluation of very high to medium resolution multispectral satellite imagery for geoarchaeology in arid regions case study from jabali yemen,25,"['jeanpaul deroin', 'florian tereygeol', 'jurgen heckes']","['1962718514', '269525963', '2396570167']"
2039854560,use of the global positioning system in the field recovery of scattered human remains,11,"['ginesse a listi', 'mary h manhein', 'michael leitner']","['305562247', '211405542', '2119022519']"
1604253698,the roman city of altinum venice lagoon from remote sensing and geophysical prospection,6,"['paolo mozzi', 'alessandro fontana', 'francesco ferrarese', 'andrea ninfo', 'stefano campana', 'roberto francese']","['2907320691', '2282610807', '2026177842', '2013490024', '2892620085', '2511048172']"
2604671466,automatic detection of complex archaeological grazing structures using airborne laser scanning data,3,"['jeanpierre toumazet', 'franck vautier', 'erwan roussel', 'bertrand dousteyssier']","['1994084642', '2625167437', '2898146690', '2806983318']"
1510549050,ground penetrating radar surveys to locate 1918 spanish flu victims in permafrost,45,"['j l davis', 'j a heginbottom', 'a p annan', 'r s daniels', 'b p berdal', 't bergan', 'k e duncan', 'p k lewin', 'j s oxford', 'n roberts', 'j j skehel', 'c r smith']","['2524551721', '2664193632', '2644842042', '2525998374', '2580768073', '2525048760', '2525145247', '2654886883', '2526679894', '2527637295', '2598249520', '2525685245']"
2073858706,high resolution 3 dimensional documentation of archaeological monuments landscapes using airborne lidar,25,"['anthony corns', 'robert shaw']","['2136335310', '2171091052']"
2071043271,comparative analysis on the archaeological content of imagery from google earth,22,"['dimitris kaimaris', 'olga georgoula', 'petros patias', 'eustratios stylianidis']","['1983130135', '2043861242', '682610978', '2084757237']"
2558866408,high resolution satellite images for archeological applications the karima case study nubia region sudan,3,"['enrico borgogno mondino', 'luigi perotti', 'marco piras']","['2059200152', '2692015324', '1968523863']"
2360936073,applications of remote sensing technique in archaeology a review,6,['deng biao'],['2673260233']
2021511333,direct detection of southeast asian smelting sites by aster remote sensing imagery technical issues and future perspectives,11,"['thomas oliver pryce', 'thomas oliver pryce', 'm j abrams']","['2010148488', '2010148488', '2709918107']"
2473646473,posterior probability modeling and image classification for archaeological site prospection building a survey efficacy model for identifying neolithic felsite workshops in the shetland islands,3,"['william megarry', 'gabriel cooney', 'douglas c comer', 'carey e priebe']","['2302339804', '2113440608', '1965876590', '2144812577']"
2156531677,close range photogrammetric tools for small 3d archeological objects,7,"['mariam samaan', 'raphaele heno', 'marc pierrotdeseilligny']","['2638762585', '2586825931', '2226352149']"
2341978580,historical aerial photography and multi receiver emi soil sensing complementing techniques for the study of a great war conflict landscape,9,"['wouter gheyle', 'timothy saey', 'yannick van hollebeeke', 'stephanie verplaetse', 'jean bourgeois', 'marc van meirvenne', 'veerle van eetvelde', 'birger stichelbaut']","['1458861332', '2086375726', '2297158594', '2420596929', '2267678628', '204222322', '1902659110', '2797071750']"
1619582917,comparing similar ground penetrating radar surveys under different moisture conditions at kalavasos ayios dhimitrios cyprus,12,"['michael rogers', 'jeffrey f leon', 'kevin d fisher', 'sturt w manning', 'david a sewell']","['2149215337', '2143368555', '2097163636', '2326812004', '2496204321']"
2023360712,detection of anomalies produced by buried archaeological structures using nonlinear principal component analysis applied to airborne hyperspectral image,20,"['rosa maria cavalli', 'giorgio licciardi', 'jocelyn chanussot']","['2707631004', '1533580016', '1995330977']"
2118803519,spectral characterization of a digital still camera s nir modification to enhance archaeological observation,20,"['geert verhoeven', 'philippe smet', 'dirk poelman', 'frank vermeulen']","['2169669433', '2126899833', '1970773585', '2112772285']"
2061640342,computer vision photogrammetry for underwater archaeological site recording in a low visibility environment,9,['t van damme'],['2562550613']
2049316705,combining structure from motion with high and intermediate resolution satellite images to document threats to archaeological heritage in arid environments,14,['ralf hesse'],['2682075049']
2082358101,large scale systematic fluxgate gradiometry at the roman city of wroxeter,40,"['chris gaffney', 'john gater', 'paul linford', 'vince gaffney', 'roger white']","['2150497552', '2120432532', '1985797339', '2085043130', '2148580738']"
2041040063,a review of trends within archaeological remote sensing in alluvial environments,34,"['keith challis', 'andy j howard']","['2076522883', '2247292572']"
2152482502,automatic detection of pit structures in airborne laser scanning data,22,"['oivind due trier', 'lars holger pilo']","['1783373794', '2632528483']"
1974657071,monitoring archaeological sites in a changing landscape using multitemporal satellite remote sensing as an early warning method for detecting regrowth processes,17,"['stine barlindhaug', 'inger marie holmolsen', 'hans tommervik']","['2233673106', '2636873272', '2631685629']"
2146429040,archaeological impact assessment the brebemi project italy,11,"['stefano campana', 'michel dabas']","['2190919569', '2058258699']"
1569176441,spying on the past declassified intelligence satellite photographs and near eastern landscapes,16,['jason ur'],['1430897697']
2063777496,novel tomographic based approach and processing strategies for gpr measurements using multifrequency antennas,16,"['francesco soldovieri', 'luciana orlando']","['662759263', '2172039928']"
2142654872,low altitude aerial photography applications for digital surface models creation in archaeology,3,"['joseangel martinezdelpozo', 'enrique cerrillocuenca', 'ernesto salastovar']","['1986549303', '346384598', '220352867']"
2154502627,photogrammetric archaeological survey with uav,6,"['a mouget', 'g lucet']","['2318143263', '2628809062']"
2016660801,geometric documentation of underwater archaeological sites,11,"['eleni diamanti', 'a georgopoulos', 'fotini vlachaki']","['2106220596', '2136041560', '2717189156']"
2177701418,hidden text detection by infrared thermography anwendung der aktiven infrarotthermographie irt zur erfassung von verdeckten texten utilisation de la thermographie infrarouge irt pour detecter des textes caches,15,"['f mercuri', 'roberta gnoli', 's paoloni', 'noemi orazi', 'cristina cicero', 'u zammit', 'm marinelli', 'f scudieri']","['2159697704', '2638594626', '2634039643', '1719070581', '2227447098', '1829473803', '2792227454', '431790006']"
2744708479,towards an operational use of geophysics for archaeology in henan china methodological approach and results in kaifeng,10,"['nicola masini', 'luigi capozzoli', 'panpan chen', 'fulong chen', 'gerardo romano', 'peng lu', 'panpan tang', 'maria sileo', 'qifeng ge', 'rosa lasaponara']","['146908812', '2154570752', '2255883579', '2122728365', '2140959287', '2642719917', '2164229351', '1962934975', '2744784462', '233151887']"
2521066519,multi scale synthetic aperture radar remote sensing for archaeological prospection in han hangu pass xin an china,4,"['fulong chen', 'aihui jiang', 'panpan tang', 'ruixia yang', 'wei zhou', 'hongchao wang', 'xin lu', 'timo balz']","['2122728365', '2272031919', '2164229351', '2615125436', '2627561254', '2693355889', '2566770251', '1160624271']"
2007351065,sub pixel artifact detection using remote sensing,20,"['paul e buck', 'donald e sabol', 'alan r gillespie']","['1971398447', '2159295795', '2136943937']"
2132441697,integrated remote sensing techniques for the detection of buried archaeological adobe structures preliminary results in cahuachi peru,13,"['nicola masini', 'enzo rizzo', 'rosa lasaponara', 'giuseppe orefici']","['146908812', '2299022984', '233151887', '1307530945']"
2371542881,applications and development of archaeological remote sensing technology in china,7,['yang lin'],['2336580750']
2029890934,discovering ancient maya settlements using airborne radar elevation data,14,"['thomas g garrison', 'bruce chapman', 'stephen d houston', 'edwin roman', 'jose luis garrido lopez']","['2309836674', '2151248842', '2579247553', '2166885453', '2556217711']"
2012826144,ground truthing of remotely identified fortifications on the central coast of peru,10,"['margaret brown vega', 'nathan craig', 'gerbert asencios lindo']","['2310374343', '1977077451', '2010729639']"
1990461424,tracing settlement patterns and channel systems in southern mesopotamia using remote sensing,23,['carrie hritz'],['2661484647']
1972313293,airborne remote sensing of valley floor geoarchaeology using daedalus atm and casi,25,"['keith challis', 'mark kincey', 'andy j howard']","['2076522883', '1094293128', '2247292572']"
2151595853,visualizing high resolution three dimensional and two dimensional data of cultural heritage sites,6,"['vid petrovic', 'david vanoni', 'ashley m richter', 'thomas e levy', 'falko kuester']","['2442924155', '2112491573', '2183259269', '2309122928', '1975749114']"
1989914450,applications of satellite remote sensing for research and heritage management in indian prehistory,22,"['shanti pappu', 'kumar akhilesh', 'sudha ravindranath', 'uday raj']","['2158148924', '2580858403', '2151007825', '1866305057']"
2081522708,analytical applications of fine scale terrestrial lidar at the imperial inca site of caranqui northern highland ecuador,10,"['boleslo e romero', 'tamara l bray']","['2322387078', '2127388498']"
2014439803,integrated remote sensing investigations of ancient quarries and road systems in the greater dayr al barshā region middle egypt a study of logistics,11,"['veronique de laet', 'gertrud van loon', 'athena van der perre', 'iris deliever', 'harco willems']","['1822452753', '2145908065', '2315420599', '2554973321', '2113513447']"
2141767691,innovative ground penetrating radar methods for archaeological mapping,19,['lawrence b conyers'],['1392871264']
1886711746,a template matching approach combining morphometric variables for automated mapping of charcoal kiln sites,17,"['anna schneider', 'melanie takla', 'alexander nicolay', 'alexandra raab', 'thomas raab']","['2128216079', '2061988325', '2149713663', '2025667892', '1992513227']"
2004602175,incorporation and colonization postcolumbian iroquois satellite communities and processes of indigenous autonomy,16,['kurt a jordan'],['2126753665']
1973070943,integration of remote sensing and gis for archaeological investigations,5,"['derya maktav', 'james crow', 'c kolay', 'b yegen', 'bihrat onoz', 'filiz sunar', 'g coskun', 'h karadogan', 'm cakan', 'i akar', 'c uysal', 'd gucluer', 'b geze', 'g ince']","['1360304923', '2573919998', '2061225052', '2168054161', '144938103', '1945145238', '2713663937', '1608008508', '2013272917', '2690350351', '2638000344', '352929536', '1983708620', '2652544907']"
2517883994,reanalyzing environmental lidar data for archaeology mesoamerican applications and implications,7,"['charles golden', 'timothy murtha', 'bruce d cook', 'derek shaffer', 'whittaker schroder', 'elijah j hermitt', 'omar alcover firpi', 'andrew k scherer']","['2158017241', '2003299285', '2141281351', '2648809741', '2142418498', '2712197541', '2514079686', '2169520167']"
2091279645,selected radar images of man made underground galleries,24,"['henrique lorenzo', 'm c hernandez', 'v cuellar']","['2139025173', '2683766552', '2661347963']"
1254409997,satellite based monitoring of archaeological looting in peru,15,"['rosa lasaponara', 'maria danese', 'nicola masini']","['233151887', '2101568107', '146908812']"
83906707,mtads magnetometer survey of the badlands bombing range sd impact area combined airborne vehicular and man portable survey september 2002,4,"['herbert h nelson', 'daniel a steinhurst', 'david wright', 'tom furuya', 'j r mcdonald']","['2167501035', '2075892826', '2710134747', '2648172093', '2579042655']"
1999999880,camera variant calibration and sensor modeling for practical photogrammetry in archeological sites,8,"['kazuya nakano', 'hirofumi chikatsu']","['2409063806', '1705905948']"
735113,remote sensing in archaeology an explicitly north american perspective,29,"['jay k johnson', 'marco giardano', 'kenneth l kvamme', 'r berle clay', 'thomas j green', 'rinita a dalan']","['2397719753', '2549205119', '2600466324', '2284107172', '2556780817', '2093835385']"
1983537111,detecting submerged objects the application of side scan sonar to forensic contexts,11,"['john schultz', 'carrie a healy', 'kenneth parker', 'bim lowers']","['2125273185', '2581560072', '2718109987', '2084921354']"
2094008368,airborne multi spectral prospection for buried archaeology in mobile sand dominated systems,18,"['s j winterbottom', 'tom dawson']","['2707986727', '2590650281']"
2316445941,regional scale archaeological remote sensing in the age of big data,11,['jesse casana'],['2133247355']
1484217245,the satellite archaeological survey of egypt,3,['amelia carolina sparavigna'],['44995039']
2263833389,generation and evaluation of cartosat 1 dem for chhota shigri glacier himalaya,3,"['p pandey', 'g venkataraman']","['2680388219', '2708859788']"
2339652516,automated feature extraction for prospection and analysis of monumental earthworks from aerial lidar in the kingdom of tonga,14,"['travis freeland', 'brandon heung', 'david v burley', 'geoffrey clark', 'anders knudby']","['2516925689', '2552847950', '1989736159', '2110778013', '2060985242']"
1908192776,geophysical survey of the burnum archaeological site croatia,5,['federica boschi'],['2108166555']
1802487747,the use of electromagnetic induction in locating graves and mapping cemeteries an example from native north america,17,['daniel p bigman'],['2318398811']
74010801,undistorting the past new techniques for orthorectification of archaeological aerial frame imagery,11,"['geert verhoeven', 'geert verhoeven', 'christopher sevara', 'wilfried karel', 'wilfried karel', 'camillo ressl', 'michael doneus', 'christian briese']","['2169669433', '2169669433', '2310247771', '2155243864', '2155243864', '1953889480', '2077736714', '1834339306']"
2006825277,investigating the true resolution and three dimensional capabilities of ground penetrating radar data in archaeological surveys measurements in a sand box,23,"['jurg leckebusch', 'ronald peikert']","['2071346827', '2591446475']"
1974264916,observatory validation of neolithic tells magoules in the thessalian plain central greece using hyperspectral spectroradiometric data,15,"['athos agapiou', 'diofantos g hadjimitsis', 'dimitrios d alexakis', 'apostolos sarris']","['2102797581', '1987843543', '1993120014', '2139383741']"
2053204079,satellite remote sensing methods for monitoring archaeological tells in the middle east,28,['sarah parcak'],['2469453486']
2045381284,specific spectral bands for different land cover contexts to improve the efficiency of remote sensing archaeological prospection the arpi case study,21,"['cristiana bassani', 'rosa maria cavalli', 'roberto goffredo', 'angelo palombo', 'simone pascucci', 'stefano pignatti']","['2043845686', '2305176804', '2635457114', '2113064632', '1979140108', '2065385335']"
2322238274,beyond squier and davis rediscovering ohio s earthworks using geophysical remote sensing,16,"['jarrod burks', 'robert a cook']","['2721858661', '2095800617']"
2299529876,evaluating corona a case study in the altai republic south siberia,26,"['wouter gheyle', 'raf trommelmans', 'jean bourgeois', 'rudi goossens', 'ignace bourgeois', 'alain de wulf', 'tom willems']","['1458861332', '2297390270', '2267678628', '2097165080', '2021237153', '2027984156', '2893750063']"
2091121559,near surface imaging of a buried foundation in the western desert egypt using space borne and ground penetrating radar,13,"['ahmed gaber', 'magaly koch', 'm helmi griesh', 'motoyuki sato', 'farouk elbaz']","['2059470363', '2170652813', '364503106', '2107078328', '1045709392']"
1580987700,mapping subsurface archaeology with sar,10,['keith morrison'],['2160686087']
2126100429,imaging wooden artefacts using chirp sources,33,"['rory quinn', 'jonathan m bull', 'justin k dix']","['2099601777', '2303550216', '2145340102']"
2043153484,common and multi offset ground penetrating radar study of a roman villa tourega portugal,17,"['brooke a berard', 'j m maillol']","['2253056947', '2707589084']"
2156401192,documentation of soiled and biodeteriorated facades a case study on the coliseum rome using hyperspectral imaging fluorescence lidars,17,"['jenny hallstrom', 'kerstin barup', 'rasmus gronlund', 'ann johansson', 'sune svanberg', 'lorenzo palombi', 'david lognoli', 'valentina raimondi', 'giovanna cecchi', 'cinzia conti']","['2144445565', '1293095884', '2226942039', '2301177141', '1988922197', '2046692187', '2082836310', '2087678774', '2093374627', '2706246750']"
1603476117,accuracy and relevance of digital elevation models for geomatics applications a case study of makkah municipality saudi arabia,8,"['m mirza', 'g dawod', 'k alghamdi']","['2681820977', '2643921049', '2687999616']"
2106652097,landscape archaeology remote sensing investigation of the ancient maya in the peten rainforest of northern guatemala,39,"['thomas l sever', 'daniel e irwin']","['2142960093', '2507932216']"
1754677542,using airborne lidar survey to explore historic era archaeological landscapes of montserrat in the eastern caribbean,9,"['rachel opitz', 'krysta ryzewski', 'john f cherry', 'brenna moloney']","['2147751813', '2049036736', '2487663814', '2616701902']"
1986381507,detecting roman land boundaries in aerial photographs using radon transforms,12,['david bescoby'],['2132416217']
2010728457,historical landscape repeat photography as a tool for land use change research,29,['christian a kull'],['1804644575']
2060948559,combined application of pansharpening and enhancement methods to improve archaeological cropmark visibility and identification in quickbird imagery two case studies from apulia southern italy,17,"['mariangela noviello', 'marcello ciminale', 'vito de pasquale']","['2222578724', '1965874878', '2666438644']"
1575247910,geophysical survey in sub saharan africa magnetic and electromagnetic investigation of the unesco world heritage site of songo mnara tanzania,14,"['kate welham', 'jeffrey fleisher', 'paul cheetham', 'harry manley', 'c steele', 'stephanie wynnejones']","['2289213271', '2221595565', '2108954026', '2345655611', '2522552910', '1999896335']"
2111304032,combined geometric and thermal analysis from uav platforms for archaeological heritage documentation,8,"['raffaella brumana', 'daniela oreni', 'l van hecke', 'luigi barazzetti', 'mattia previtali', 'fabio roncoroni', 'r valente']","['210273175', '56393418', '2789777154', '2791746955', '2115814184', '730126969', '2745635594']"
1762143295,geophysical methods for wreck site monitoring the rapid archaeological site surveying and evaluation rasse programme,10,"['c richard bates', 'mark lawrence', 'martin dean', 'philip robertson']","['2651714760', '2430500885', '2554603063', '2802105558']"
2099711746,rapid and sensitive magnetometer surveys of large areas using squids the measurement system and its application to the niederzimmern neolithic double ring ditch exploration,13,"['volkmar schultze', 'sven linzen', 'tim schuler', 'a chwala', 'ronny stolz', 'marco schulz', 'hansgeorg meyer']","['2099708036', '2314233517', '2190849388', '1965510008', '2133916682', '2291888949', '2191669100']"
2095112144,airborne lidar intensity and geoarchaeological prospection in river valley floors,16,"['keith challis', 'christopher carey', 'mark kincey', 'andy j howard']","['2076522883', '2560991001', '1094293128', '2247292572']"
2030715167,detection of archaeological crop marks on declassified corona kh 4b intelligence satellite photography of southern england,25,"['martin j f fowler', 'yvonne m fowler']","['2495405225', '2636239501']"
2753856650,testing google earth engine for the automatic identification and vectorization of archaeological features a case study from faynan jordan,3,"['brady liss', 'matthew howland', 'thomas e levy']","['2291309024', '2104900665', '2309122928']"
2080892231,effects of image characteristics on the identification and extraction of archaeological features from ikonos 2 and quickbird 2 imagery case study sagalassos southwest turkey,11,"['v de laet', 'etienne paulissen', 'koen meuleman', 'marc waelkens']","['2169294177', '1907811893', '2011002973', '1481642178']"
1707484866,historic shipwreck study in dongsha atoll with bathymetric lidar,13,"['peter tianyuan shih', 'yahsing chen', 'jiechung chen']","['2618056586', '2610003017', '2133269388']"
2044121421,non destructive technique to investigate an archaeological structure a gpr survey in the domus aurea rome italy,10,"['pier matteo barone', 'elisabetta mattei', 'sebastian lauro', 'elena pettinelli']","['2623044542', '2164024915', '2312096208', '2134259626']"
2130422469,oriental automatic geo referencing and ortho rectification of archaeological aerial photographs,10,"['wilfried karel', 'wilfried karel', 'michael doneus', 'geert verhoeven', 'christian briese', 'camillo ressl', 'norbert pfeifer', 'hohe warte']","['2155243864', '2155243864', '2077736714', '2169669433', '1834339306', '1953889480', '2294009452', '2614987275']"
2145033111,ground penetrating radar and magnetic survey to the west of al zayyan temple kharga oasis al wadi al jadeed new valley egypt,11,"['hiroyuki kamei', 'magdy ahmed atya', 'tareq fahmy abdallatif', 'masato mori', 'pasomphone hemthavy']","['2053300735', '2634050108', '2024375324', '2426923688', '1577893859']"
1927361940,corona photographs in monsoonal semi arid environments addressing archaeological surveys and historic landscape dynamics over north gujarat india,10,"['francesc cecilia conesa', 'marco madella', 'nikolaos galiatsatos', 'andrea l balbo', 's v rajesh', 'p ajithprasad']","['1992657615', '2127322216', '1123723900', '2061637240', '2480807005', '386977350']"
