title,author,url,year,num_citations,num_versions,cluster_id,url_pdf,url_citations,url_versions,url_citation,excerpt
World War One aerial photography: An archaeological perspective,B Stichelbaut ,http://scholar.google.com/https://biblio.ugent.be/publication/669602,2009,17,0,8.84E+18,None,"http://scholar.google.com/scholar?cites=8843697700112743173&as_sdt=2005&sciodt=0,5&hl=en",None,None,"… of a front sector. The aerial photographs and the developed methodology are testedin a large case study that illustrates the potential applications of this material forboth traditional and conflict archaeology of World War One … 
"
Making things public: archaeologies of the Spanish Civil War,A González,http://scholar.google.com/https://www.tandfonline.com/doi/abs/10.1179/175355307X264165,2007,146,5,6.40E+18,None,"http://scholar.google.com/scholar?cites=6402861664557524615&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6402861664557524615&hl=en&as_sdt=0,5",None,"Page 1. PUBLIC ARCHAEOLOGY, vol. 6, No. 4, 2007, 203–226 © 2007 WS Maney& Son Ltd DOI 10.1179/175355307X264165 Making things public Archaeologiesof the Spanish Civil War ALFREDO GONZÁLEZ-RUIBAL The … 
"
Postgraduate conflict archaeology,"N Ferguson, J Novotny, J Trigg ",http://scholar.google.com/https://www.tandfonline.com/doi/full/10.1179/1574077312Z.00000000013,2012,2,2,9.48E+18,None,"http://scholar.google.com/scholar?cites=9481392606585243667&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9481392606585243667&hl=en&as_sdt=0,5",None,"The papers presented in this volume represent a selection chosen from those presented at the conference,'“We go to gain a little patch of ground”: Postgraduate Research in Conflict Archaeology'. This three-day conference, held from 7–9 October 2011, might be considered …
"
The Interpretation of Great War Air Photographs for Conflict Archaeology & Overview of the Belgian Royal Army Museum's Collection,B Stichelbaut ,http://scholar.google.com/https://biblio.ugent.be/publication/481456,2009,3,0,1.02E+19,None,"http://scholar.google.com/scholar?cites=10164104869038265484&as_sdt=2005&sciodt=0,5&hl=en",None,None,"Stichelbaut, Birger. 2009. “The Interpretation of Great War Air Photographs for Conflict Archaeology & Overview of the Belgian Royal Army Museum's Collection.” In Images of Conflict: Military Aerial Photography and Archaeology, ed. Birger Stichelbaut, Jean Bourgeois, Nicholas Saunders, and …
"
Aftermath: Readings in the archaeology of recent conflict,A Myers ,http://scholar.google.com/https://www.tandfonline.com/doi/pdf/10.1163/157407709X12634580640696,2009,2,2,1.84E+18,None,"http://scholar.google.com/scholar?cites=1837819580651374571&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=1837819580651374571&hl=en&as_sdt=0,5",None,"Conflict, John Schofield states,'The archaeology of recent conflict has emerged as a credible, popular and significant field of archaeological endeavour and heritage concern in the past decade'. Schofield continues,'I should be quite clear about this from the outset: I …
"
Archaeology of the contemporary past,A González,http://scholar.google.com/https://core.ac.uk/download/pdf/36183891.pdf,2014,13,0,1.27E+19,http://scholar.google.com/https://core.ac.uk/download/pdf/36183891.pdf,"http://scholar.google.com/scholar?cites=12738732673673351815&as_sdt=2005&sciodt=0,5&hl=en",None,None,"… The Tudela site. Fire and steel over Saipan, 15 June 1944. Journal of Conflict Archaeology1(1): 1-18. BURSTRÖM, M. 2007-2008 … the First World War. Journal of Conflict Archaeology 5:163-81. DESILVEY, C. 2006. Observed decay: telling stories with mutable things … 
"
Orphan heritage: Issues in managing the heritage of the Great War in Northern France and Belgium,J Price ,http://scholar.google.com/https://www.tandfonline.com/doi/abs/10.1163/157407705774929006,2005,31,0,1.53E+19,None,"http://scholar.google.com/scholar?cites=15305663466548365530&as_sdt=2005&sciodt=0,5&hl=en",None,None,"This paper summarises recent developments in the field of Great War archaeology and examines solutions to the issues raised. The Great War is recent enough to be modern, but far enough back to be beyond living memory. As such, its material remains have become the …
"
"Gridlock: UNESCO, global conflict and failed ambitions",L Meskell ,http://scholar.google.com/https://www.tandfonline.com/doi/abs/10.1080/00438243.2015.1017598,2015,21,0,7.67E+18,None,"http://scholar.google.com/scholar?cites=7666517773502537899&as_sdt=2005&sciodt=0,5&hl=en",None,None,"Skip to Main Content … 
"
Rituals of rebellion: Cultural narratives and metadiscourse of violent conflict in Iron Age and Medieval Denmark,TL Thurston ,http://scholar.google.com/https://www.tandfonline.com/doi/abs/10.1163/157407807X257467,2007,7,6,1.11E+19,None,"http://scholar.google.com/scholar?cites=11128449945206922079&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=11128449945206922079&hl=en&as_sdt=0,5",None,"Despite modern notions of cultural homogeneity in southern Scandinavia, substantial ethnic differences characterized its Iron Age and early Medieval populations. Creation of a unified state from earlier social formations ignited rifts leading to social disorder, rebellion, and …
"
Biting the bullet: the role of hobbyist metal detecting within battlefield archaeology,N Ferguson ,http://repository.nms.ac.uk/1027/,2013,22,5,1.08E+19,None,"http://scholar.google.com/scholar?cites=10846513764088339019&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10846513764088339019&hl=en&as_sdt=0,5",None,"… battlefield archaeology Natasha Ferguson Centre for Battlefield Archaeology, University of GlasgowKeywords Battlefield, battle-related artefacts, conflict archaeology, heritage management, hobbyistmetal detecting, negative impact positive contribution Abstract … 
"
The application of Great War aerial photography in battlefield archaeology: the example of Flanders,B Stichelbaut ,http://scholar.google.com/https://www.tandfonline.com/doi/abs/10.1163/157407705774928944,2005,13,2,7.19E+17,None,"http://scholar.google.com/scholar?cites=718786782507992381&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=718786782507992381&hl=en&as_sdt=0,5",None,"Abstract During the Great War, millions of aerial photographs of the frontline and area behind the trenches were made by the combatants. Such aerial photographs (APs) are a major source for the study of Great War heritage. Studying the APs required a new …
"
Peleliu 1944: the archaeology of a South Pacific D-Day,"N Price, R Knecht ",http://scholar.google.com/https://www.tandfonline.com/doi/abs/10.1179/157407812X13245464933786,2012,10,4,1.77E+19,None,"http://scholar.google.com/scholar?cites=17737618540413236610&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=17737618540413236610&hl=en&as_sdt=0,5",None,"Abstract In September 1944, US Marines invaded the tiny Micronesian island of Peleliu in the Palau group, held by the Japanese. It would become one of the worst battles of the Pacific War, but the struggle for Peleliu was afterwards largely overlooked in the public …
"
Historic aerial photographic archives for European archaeology,"DC Cowley, BB Stichelbaut ",http://scholar.google.com/https://www.cambridge.org/core/journals/european-journal-of-archaeology/article/historic-aerial-photographic-archives-for-european-archaeology/50EEC2A57239E6A64BD1F5649E98299D,2012,21,3,7.08E+18,None,"http://scholar.google.com/scholar?cites=7077168328000595031&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7077168328000595031&hl=en&as_sdt=0,5",None,"… As well as offering a recent his- torical perspective on the attrition of sites, historic and'time-lapsed' sequences of images can be a powerful means of demonstrating the needfor rigorous pro- tection of what remains. Conflict archaeology … 
"
Comments on Gabriel Moshenska:'Ethics and Ethical Critique in the Archaeology of Modern Conflict' (Norwegian Archaeological Review 41 (2) 2008),"J Carman, N Anfinset, G Moshenska ",http://scholar.google.com/https://www.tandfonline.com/doi/full/10.1080/00293650903354312,2009,2,2,1.73E+19,None,"http://scholar.google.com/scholar?cites=17281225355156620643&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=17281225355156620643&hl=en&as_sdt=0,5",None,"… Many of the points he raises – especially his central one, of the need for a criticaland reflexive approach to be taken in the field of conflict archaeology – are thoseon which he and I can happily agree. Others that he raises cause … 
"
The ethics of public engagement in the archaeology of modern conflict,G Moshenska ,http://scholar.google.com/https://link.springer.com/chapter/10.1007/978-1-4939-1643-6_10,2015,2,4,1.33E+19,None,"http://scholar.google.com/scholar?cites=13342978194938550490&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=13342978194938550490&hl=en&as_sdt=0,5",None,"… constituencies as possible. Keywords. Community archaeology Conflict archaeologyContested memory Ethics Public archaeology. Download fulltext PDF. Introduction …takes place. Who Are the Publics for Conflict Archaeology? A … 
"
Battlefields of class conflict: Ludlow then and now,"D Saitta, M Walker, P Reckner ",http://scholar.google.com/https://www.tandfonline.com/doi/abs/10.1163/157407705774928971,2005,11,2,9.42E+17,None,"http://scholar.google.com/scholar?cites=942169237655433119&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=942169237655433119&hl=en&as_sdt=0,5",None,"In April 1914, a tent colony of striking coal miners at Ludlow, Colorado was the setting of the most notorious example of open class warfare in American History. This paper explores some dimensions of the conflict as revealed by archaeological investigations at the Ludlow …
"
The archaeology of violence: Interdisciplinary approaches,S Ralph ,http://scholar.google.com/https://books.google.com/books?hl=en&lr=&id=MvaXa_OtXfQC&oi=fnd&pg=PP1&dq=%22conflict+archaeology%22&ots=y6QmJW_sJh&sig=AUJzLhRIE1c2MUfld5U7TdEAmsE,2013,19,2,5.55E+18,None,"http://scholar.google.com/scholar?cites=5545538732330902865&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=5545538732330902865&hl=en&as_sdt=0,5",None,"… Violence and Landscape Archaeology in Highland Northern Albania Chapter Eight “Persuadethe People”: Violence and Roman Spectacle Entertainment in the Greek World Chapter NinePast War and European Identity: Making Conflict Archaeology Useful Section III … 
"
Forgotten in the wilderness: WWII German PoW camps in Finnish Lapland,"O Seitsonen, VP Herva ",http://scholar.google.com/https://link.springer.com/chapter/10.1007/978-1-4419-9666-4_10,2011,33,10,6.44E+18,None,"http://scholar.google.com/scholar?cites=6435691671793103581&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6435691671793103581&hl=en&as_sdt=0,5",None,"… WSOY, Helsinki.Google Scholar. Banks, I. 2007 Ghosts in the Desert: The ArchaeologicalInvestigation of a Sub-Saharan Battlefield. Journal of Conflict Archaeology 3: 1–28.CrossRefGoogle Scholar. Buchli, V. and G. Lucas (eds.) 2001a Archaeologies of the Contemporary Past … 
"
"Re-mapping the Field: New Approaches in Conflict Archaeology, Westkreuz-Verlag, Berlin","J Schofield, A Klausmeiser, L Purbrick ",None,2006,2,0,5.53E+18,None,"http://scholar.google.com/scholar?cites=5529131597508634435&as_sdt=2005&sciodt=0,5&hl=en",None,None,"None
"
Renacting the Past: Museography for Conflict Archaeology,G POSTGLIONE ,None,2013,2,0,3.33E+18,None,"http://scholar.google.com/scholar?cites=3328853786580758241&as_sdt=2005&sciodt=0,5&hl=en",None,None,"None
"
Post-conflict heritage: symbolic healing and cultural renewal,JD Giblin ,http://scholar.google.com/https://www.tandfonline.com/doi/abs/10.1080/13527258.2013.772912,2014,47,6,7.48E+18,None,"http://scholar.google.com/scholar?cites=7484313562862460649&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7484313562862460649&hl=en&as_sdt=0,5",None,"Page 1. Post-conflict heritage: symbolic healing and cultural renewal John Daniel Giblin* Schoolof Social Sciences and Psychology, University of Western Sydney, Sydney, Australia (Received20 December 2012; final version received 31 January 2013) … 
"
"Ancient Maya defensive barricades, warfare, and site abandonment",JW Palka ,http://scholar.google.com/https://www.cambridge.org/core/journals/latin-american-antiquity/article/ancient-maya-defensive-barricades-warfare-and-site-abandonment/023F33888912914141BDBEA47F6F7635,2001,24,2,7.00E+18,None,"http://scholar.google.com/scholar?cites=6995743285621664364&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6995743285621664364&hl=en&as_sdt=0,5",None,"Page 1. COMMENTS ANCIENT MAYA DEFENSIVE BARRICADES, WARFARE, ANDSITE ABANDONMENT Joel W. Palka In a recent report fLatin American Antiquity11:283-299), Bruce Dahlin presents evidence from Chunchucmil … 
"
"The Israeli-Palestinian Conflict: Philosophical essays on self-determination, terrorism and the one-state solution","R Halwani, T Kapitan ",http://scholar.google.com/https://books.google.com/books?hl=en&lr=&id=6luHDAAAQBAJ&oi=fnd&pg=PP1&dq=%22conflict+archaeology%22&ots=5Y0qCLsVwt&sig=MO0nmKwGGoiYSaOn-a_1uUQhZ_0,2007,20,0,1.38E+19,None,"http://scholar.google.com/scholar?cites=13838626970414856222&as_sdt=2005&sciodt=0,5&hl=en",None,None,"… Raja Halwani VIRTUOUSLIAISONS: Care, Love, Sex, and Virtue Ethics SEX AND ETHICS: Essayson Sexuality, Virtue and the Good Life Also by Tomis Kapitan PHILOSOPHICAL PERSPECTIVESON THE ISRAELI–PALESTINIAN CONFLICT ARCHAEOLOGY, HISTORY, AND … 
"
From landscape of war to archaeological report: ten years of professional World War I archaeology in Flanders (Belgium),"Y Van Hollebeeke, B Stichelbaut… ",http://scholar.google.com/https://www.cambridge.org/core/journals/european-journal-of-archaeology/article/from-landscape-of-war-to-archaeological-report-ten-years-of-professional-world-war-i-archaeology-in-flanders-belgium/22046C6742734828C781A660A802B6F4,2014,13,3,6.09E+18,None,"http://scholar.google.com/scholar?cites=6092890548452217898&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6092890548452217898&hl=en&as_sdt=0,5",None,"… Keywords: World War I, modern conflict archaeology, aerial photography, battlefieldarchaeology, archaeological practice, material culture INTRODUCTION 2014 sees thecommemoration of the cen- tennial of the beginning of World War I (WWI) … 
"
Archaeologists in conflict: empathizing with which victims,U Albarella ,http://scholar.google.com/https://www.researchgate.net/profile/Umberto_Albarella/publication/274997791_Archaeologists_in_Conflict_empathising_with_which_victims_A_response_to_Malin-Boyce_and_Trimble_Heritage_Management_21_105-14_117-8/links/56329a8208ae242468d9fb30/Archaeologists-in-Conflict-empathising-with-which-victims-A-response-to-Malin-Boyce-and-Trimble-Heritage-Management-21-105-14-117-8.pdf,2009,14,5,9.48E+18,http://scholar.google.com/https://www.researchgate.net/profile/Umberto_Albarella/publication/274997791_Archaeologists_in_Conflict_empathising_with_which_victims_A_response_to_Malin-Boyce_and_Trimble_Heritage_Management_21_105-14_117-8/links/56329a8208ae242468d9fb30/Archaeologists-in-Conflict-empathising-with-which-victims-A-response-to-Malin-Boyce-and-Trimble-Heritage-Management-21-105-14-117-8.pdf,"http://scholar.google.com/scholar?cites=9484415111263544618&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9484415111263544618&hl=en&as_sdt=0,5",None,"Page 1. 105 Forum Heritage Management, Volume 2, Issue 1, Spring 2009, pp.105–114. Copyright © 2009 Left Coast Press, Inc. All rights reserved. Archaeologistsin Conflict: Empathizing with Which Victims? Umberto Albarella … 
"
Hillforts and the History Channel,E Arkush ,http://www.pitt.edu/~arkush/Elizabeth_Arkush/Publications_files/arkush%202010%20conflict%20arch.pdf,2010,5,4,1.77E+19,http://www.pitt.edu/~arkush/Elizabeth_Arkush/Publications_files/arkush%202010%20conflict%20arch.pdf,"http://scholar.google.com/scholar?cites=17733126839890443466&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=17733126839890443466&hl=en&as_sdt=0,5",None,"Page 1. Fi CONFLICT ARCHAEOLOGY HILLFORTS AND THE HISTORY CHANNEL A VIEWFROM THE LATE PREHISPANIC ANDES Elizabeth Arkush Elizabeth Arkush is an AssistantProfessor in the Department of Anthropology at the University of Pittsburgh … 
"
Interpreting exile: displacement and deportation in biblical and modern contexts,"BE Kelle, FR Ames, JL Wright ",None,2011,14,0,4.62E+18,None,"http://scholar.google.com/scholar?cites=4620858731441292915&as_sdt=2005&sciodt=0,5&hl=en",None,None,"None
"
